month,geo,programme,seniority,n
2026-08,c:agglomeratie-haarlem,all,all,2
2026-08,c:agglomeratie-haarlem,all,entry,1
2026-08,c:agglomeratie-haarlem,all,internship,1
2026-08,c:agglomeratie-haarlem,all,senior,1
2026-08,c:agglomeratie-haarlem,informatica,all,2
2026-08,c:agglomeratie-haarlem,informatica,entry,1
2026-08,c:agglomeratie-haarlem,informatica,internship,1
2026-08,c:agglomeratie-haarlem,informatica,senior,1
2026-08,c:agglomeratie-leiden-en-bollenstreek,all,all,1
2026-08,c:agglomeratie-leiden-en-bollenstreek,all,senior,1
2026-08,c:agglomeratie-leiden-en-bollenstreek,informatica,all,1
2026-08,c:agglomeratie-leiden-en-bollenstreek,informatica,senior,1
2026-08,c:agglomeratie-s-gravenhage,all,all,14
2026-08,c:agglomeratie-s-gravenhage,all,entry,2
2026-08,c:agglomeratie-s-gravenhage,all,junior,2
2026-08,c:agglomeratie-s-gravenhage,all,senior,4
2026-08,c:agglomeratie-s-gravenhage,all,unknown,8
2026-08,c:agglomeratie-s-gravenhage,business-it-management,all,4
2026-08,c:agglomeratie-s-gravenhage,business-it-management,entry,1
2026-08,c:agglomeratie-s-gravenhage,business-it-management,junior,1
2026-08,c:agglomeratie-s-gravenhage,business-it-management,unknown,3
2026-08,c:agglomeratie-s-gravenhage,informatica,all,9
2026-08,c:agglomeratie-s-gravenhage,informatica,senior,4
2026-08,c:agglomeratie-s-gravenhage,informatica,unknown,5
2026-08,c:arnhem-nijmegen,all,all,6
2026-08,c:arnhem-nijmegen,all,senior,3
2026-08,c:arnhem-nijmegen,all,unknown,3
2026-08,c:arnhem-nijmegen,business-it-management,all,2
2026-08,c:arnhem-nijmegen,business-it-management,unknown,2
2026-08,c:arnhem-nijmegen,informatica,all,4
2026-08,c:arnhem-nijmegen,informatica,senior,3
2026-08,c:arnhem-nijmegen,informatica,unknown,1
2026-08,c:delft-en-westland,all,all,4
2026-08,c:delft-en-westland,all,medior,1
2026-08,c:delft-en-westland,all,senior,1
2026-08,c:delft-en-westland,all,unknown,2
2026-08,c:delft-en-westland,business-it-management,all,1
2026-08,c:delft-en-westland,business-it-management,unknown,1
2026-08,c:delft-en-westland,informatica,all,2
2026-08,c:delft-en-westland,informatica,unknown,2
2026-08,c:groot-amsterdam,all,all,66
2026-08,c:groot-amsterdam,all,entry,7
2026-08,c:groot-amsterdam,all,internship,1
2026-08,c:groot-amsterdam,all,junior,6
2026-08,c:groot-amsterdam,all,medior,4
2026-08,c:groot-amsterdam,all,senior,17
2026-08,c:groot-amsterdam,all,unknown,38
2026-08,c:groot-amsterdam,business-it-management,all,7
2026-08,c:groot-amsterdam,business-it-management,entry,1
2026-08,c:groot-amsterdam,business-it-management,junior,1
2026-08,c:groot-amsterdam,business-it-management,senior,2
2026-08,c:groot-amsterdam,business-it-management,unknown,4
2026-08,c:groot-amsterdam,informatica,all,43
2026-08,c:groot-amsterdam,informatica,entry,4
2026-08,c:groot-amsterdam,informatica,junior,4
2026-08,c:groot-amsterdam,informatica,medior,4
2026-08,c:groot-amsterdam,informatica,senior,14
2026-08,c:groot-amsterdam,informatica,unknown,21
2026-08,c:groot-amsterdam,technische-informatica,all,1
2026-08,c:groot-amsterdam,technische-informatica,unknown,1
2026-08,c:groot-rijnmond,all,all,18
2026-08,c:groot-rijnmond,all,entry,1
2026-08,c:groot-rijnmond,all,junior,1
2026-08,c:groot-rijnmond,all,medior,1
2026-08,c:groot-rijnmond,all,senior,2
2026-08,c:groot-rijnmond,all,unknown,14
2026-08,c:groot-rijnmond,business-it-management,all,3
2026-08,c:groot-rijnmond,business-it-management,unknown,3
2026-08,c:groot-rijnmond,informatica,all,12
2026-08,c:groot-rijnmond,informatica,entry,1
2026-08,c:groot-rijnmond,informatica,junior,1
2026-08,c:groot-rijnmond,informatica,senior,2
2026-08,c:groot-rijnmond,informatica,unknown,9
2026-08,c:het-gooi-en-vechtstreek,all,all,1
2026-08,c:het-gooi-en-vechtstreek,all,medior,1
2026-08,c:het-gooi-en-vechtstreek,business-it-management,all,1
2026-08,c:het-gooi-en-vechtstreek,business-it-management,medior,1
2026-08,c:het-gooi-en-vechtstreek,informatica,all,1
2026-08,c:het-gooi-en-vechtstreek,informatica,medior,1
2026-08,c:kop-van-noord-holland,all,all,2
2026-08,c:kop-van-noord-holland,all,unknown,2
2026-08,c:kop-van-noord-holland,informatica,all,2
2026-08,c:kop-van-noord-holland,informatica,unknown,2
2026-08,c:midden-limburg,all,all,1
2026-08,c:midden-limburg,all,entry,1
2026-08,c:midden-limburg,all,internship,1
2026-08,c:midden-noord-brabant,all,all,3
2026-08,c:midden-noord-brabant,all,medior,1
2026-08,c:midden-noord-brabant,all,unknown,2
2026-08,c:midden-noord-brabant,informatica,all,1
2026-08,c:midden-noord-brabant,informatica,medior,1
2026-08,c:noord-friesland,all,all,1
2026-08,c:noord-friesland,all,entry,1
2026-08,c:noord-friesland,all,junior,1
2026-08,c:noord-limburg,all,all,1
2026-08,c:noord-limburg,all,unknown,1
2026-08,c:noord-limburg,business-it-management,all,1
2026-08,c:noord-limburg,business-it-management,unknown,1
2026-08,c:noord-overijssel,all,all,4
2026-08,c:noord-overijssel,all,senior,1
2026-08,c:noord-overijssel,all,unknown,3
2026-08,c:noord-overijssel,informatica,all,2
2026-08,c:noord-overijssel,informatica,senior,1
2026-08,c:noord-overijssel,informatica,unknown,1
2026-08,c:noordoost-noord-brabant,all,all,8
2026-08,c:noordoost-noord-brabant,all,senior,5
2026-08,c:noordoost-noord-brabant,all,unknown,3
2026-08,c:noordoost-noord-brabant,business-it-management,all,4
2026-08,c:noordoost-noord-brabant,business-it-management,senior,2
2026-08,c:noordoost-noord-brabant,business-it-management,unknown,2
2026-08,c:noordoost-noord-brabant,informatica,all,2
2026-08,c:noordoost-noord-brabant,informatica,senior,2
2026-08,c:oost-groningen,all,all,1
2026-08,c:oost-groningen,all,unknown,1
2026-08,c:oost-groningen,informatica,all,1
2026-08,c:oost-groningen,informatica,unknown,1
2026-08,c:oost-zuid-holland,all,all,2
2026-08,c:oost-zuid-holland,all,unknown,2
2026-08,c:oost-zuid-holland,business-it-management,all,1
2026-08,c:oost-zuid-holland,business-it-management,unknown,1
2026-08,c:oost-zuid-holland,informatica,all,2
2026-08,c:oost-zuid-holland,informatica,unknown,2
2026-08,c:overig-groningen,all,all,1
2026-08,c:overig-groningen,all,unknown,1
2026-08,c:overig-groningen,business-it-management,all,1
2026-08,c:overig-groningen,business-it-management,unknown,1
2026-08,c:twente,all,all,7
2026-08,c:twente,all,medior,2
2026-08,c:twente,all,senior,2
2026-08,c:twente,all,unknown,3
2026-08,c:twente,business-it-management,all,1
2026-08,c:twente,business-it-management,medior,1
2026-08,c:twente,informatica,all,1
2026-08,c:twente,informatica,unknown,1
2026-08,c:utrecht,all,all,31
2026-08,c:utrecht,all,entry,3
2026-08,c:utrecht,all,junior,3
2026-08,c:utrecht,all,senior,8
2026-08,c:utrecht,all,unknown,20
2026-08,c:utrecht,business-it-management,all,3
2026-08,c:utrecht,business-it-management,entry,1
2026-08,c:utrecht,business-it-management,junior,1
2026-08,c:utrecht,business-it-management,senior,1
2026-08,c:utrecht,business-it-management,unknown,1
2026-08,c:utrecht,informatica,all,10
2026-08,c:utrecht,informatica,entry,1
2026-08,c:utrecht,informatica,junior,1
2026-08,c:utrecht,informatica,senior,4
2026-08,c:utrecht,informatica,unknown,5
2026-08,c:utrecht,technische-informatica,all,1
2026-08,c:utrecht,technische-informatica,unknown,1
2026-08,c:veluwe,all,all,2
2026-08,c:veluwe,all,unknown,2
2026-08,c:veluwe,business-it-management,all,1
2026-08,c:veluwe,business-it-management,unknown,1
2026-08,c:west-noord-brabant,all,all,4
2026-08,c:west-noord-brabant,all,senior,1
2026-08,c:west-noord-brabant,all,unknown,3
2026-08,c:west-noord-brabant,informatica,all,1
2026-08,c:west-noord-brabant,informatica,senior,1
2026-08,c:west-noord-brabant,technische-informatica,all,1
2026-08,c:west-noord-brabant,technische-informatica,unknown,1
2026-08,c:zaanstreek,all,all,1
2026-08,c:zaanstreek,all,unknown,1
2026-08,c:zaanstreek,informatica,all,1
2026-08,c:zaanstreek,informatica,unknown,1
2026-08,c:zuid-limburg,all,all,5
2026-08,c:zuid-limburg,all,senior,2
2026-08,c:zuid-limburg,all,unknown,3
2026-08,c:zuid-limburg,business-it-management,all,1
2026-08,c:zuid-limburg,business-it-management,senior,1
2026-08,c:zuid-limburg,technische-informatica,all,1
2026-08,c:zuid-limburg,technische-informatica,unknown,1
2026-08,c:zuidoost-friesland,all,all,1
2026-08,c:zuidoost-friesland,all,entry,1
2026-08,c:zuidoost-friesland,all,junior,1
2026-08,c:zuidoost-friesland,informatica,all,1
2026-08,c:zuidoost-friesland,informatica,entry,1
2026-08,c:zuidoost-friesland,informatica,junior,1
2026-08,c:zuidoost-noord-brabant,all,all,36
2026-08,c:zuidoost-noord-brabant,all,entry,1
2026-08,c:zuidoost-noord-brabant,all,junior,1
2026-08,c:zuidoost-noord-brabant,all,medior,1
2026-08,c:zuidoost-noord-brabant,all,senior,8
2026-08,c:zuidoost-noord-brabant,all,unknown,26
2026-08,c:zuidoost-noord-brabant,business-it-management,all,8
2026-08,c:zuidoost-noord-brabant,business-it-management,entry,1
2026-08,c:zuidoost-noord-brabant,business-it-management,junior,1
2026-08,c:zuidoost-noord-brabant,business-it-management,unknown,7
2026-08,c:zuidoost-noord-brabant,informatica,all,19
2026-08,c:zuidoost-noord-brabant,informatica,medior,1
2026-08,c:zuidoost-noord-brabant,informatica,senior,8
2026-08,c:zuidoost-noord-brabant,informatica,unknown,10
2026-08,c:zuidoost-noord-brabant,technische-informatica,all,3
2026-08,c:zuidoost-noord-brabant,technische-informatica,unknown,3
2026-08,c:zuidoost-zuid-holland,all,all,5
2026-08,c:zuidoost-zuid-holland,all,unknown,5
2026-08,c:zuidoost-zuid-holland,business-it-management,all,2
2026-08,c:zuidoost-zuid-holland,business-it-management,unknown,2
2026-08,c:zuidoost-zuid-holland,informatica,all,2
2026-08,c:zuidoost-zuid-holland,informatica,unknown,2
2026-08,c:zuidwest-gelderland,all,all,1
2026-08,c:zuidwest-gelderland,all,unknown,1
2026-08,c:zuidwest-gelderland,informatica,all,1
2026-08,c:zuidwest-gelderland,informatica,unknown,1
2026-08,c:zuidwest-overijssel,all,all,4
2026-08,c:zuidwest-overijssel,all,senior,3
2026-08,c:zuidwest-overijssel,all,unknown,1
2026-08,c:zuidwest-overijssel,informatica,all,3
2026-08,c:zuidwest-overijssel,informatica,senior,2
2026-08,c:zuidwest-overijssel,informatica,unknown,1
2026-08,nl,all,all,324
2026-08,nl,all,entry,22
2026-08,nl,all,internship,4
2026-08,nl,all,junior,18
2026-08,nl,all,medior,16
2026-08,nl,all,senior,83
2026-08,nl,all,unknown,203
2026-08,nl,business-it-management,all,58
2026-08,nl,business-it-management,entry,4
2026-08,nl,business-it-management,junior,4
2026-08,nl,business-it-management,medior,4
2026-08,nl,business-it-management,senior,8
2026-08,nl,business-it-management,unknown,42
2026-08,nl,informatica,all,177
2026-08,nl,informatica,entry,11
2026-08,nl,informatica,internship,1
2026-08,nl,informatica,junior,10
2026-08,nl,informatica,medior,9
2026-08,nl,informatica,senior,60
2026-08,nl,informatica,unknown,97
2026-08,nl,technische-informatica,all,8
2026-08,nl,technische-informatica,senior,1
2026-08,nl,technische-informatica,unknown,7
2026-08,p:friesland,all,all,2
2026-08,p:friesland,all,entry,2
2026-08,p:friesland,all,junior,2
2026-08,p:friesland,informatica,all,1
2026-08,p:friesland,informatica,entry,1
2026-08,p:friesland,informatica,junior,1
2026-08,p:gelderland,all,all,9
2026-08,p:gelderland,all,senior,3
2026-08,p:gelderland,all,unknown,6
2026-08,p:gelderland,business-it-management,all,3
2026-08,p:gelderland,business-it-management,unknown,3
2026-08,p:gelderland,informatica,all,5
2026-08,p:gelderland,informatica,senior,3
2026-08,p:gelderland,informatica,unknown,2
2026-08,p:groningen,all,all,2
2026-08,p:groningen,all,unknown,2
2026-08,p:groningen,business-it-management,all,1
2026-08,p:groningen,business-it-management,unknown,1
2026-08,p:groningen,informatica,all,1
2026-08,p:groningen,informatica,unknown,1
2026-08,p:limburg,all,all,7
2026-08,p:limburg,all,entry,1
2026-08,p:limburg,all,internship,1
2026-08,p:limburg,all,senior,2
2026-08,p:limburg,all,unknown,4
2026-08,p:limburg,business-it-management,all,2
2026-08,p:limburg,business-it-management,senior,1
2026-08,p:limburg,business-it-management,unknown,1
2026-08,p:limburg,technische-informatica,all,1
2026-08,p:limburg,technische-informatica,unknown,1
2026-08,p:noord-brabant,all,all,51
2026-08,p:noord-brabant,all,entry,1
2026-08,p:noord-brabant,all,junior,1
2026-08,p:noord-brabant,all,medior,2
2026-08,p:noord-brabant,all,senior,14
2026-08,p:noord-brabant,all,unknown,34
2026-08,p:noord-brabant,business-it-management,all,12
2026-08,p:noord-brabant,business-it-management,entry,1
2026-08,p:noord-brabant,business-it-management,junior,1
2026-08,p:noord-brabant,business-it-management,senior,2
2026-08,p:noord-brabant,business-it-management,unknown,9
2026-08,p:noord-brabant,informatica,all,23
2026-08,p:noord-brabant,informatica,medior,2
2026-08,p:noord-brabant,informatica,senior,11
2026-08,p:noord-brabant,informatica,unknown,10
2026-08,p:noord-brabant,technische-informatica,all,4
2026-08,p:noord-brabant,technische-informatica,unknown,4
2026-08,p:noord-holland,all,all,72
2026-08,p:noord-holland,all,entry,8
2026-08,p:noord-holland,all,internship,2
2026-08,p:noord-holland,all,junior,6
2026-08,p:noord-holland,all,medior,5
2026-08,p:noord-holland,all,senior,18
2026-08,p:noord-holland,all,unknown,41
2026-08,p:noord-holland,business-it-management,all,8
2026-08,p:noord-holland,business-it-management,entry,1
2026-08,p:noord-holland,business-it-management,junior,1
2026-08,p:noord-holland,business-it-management,medior,1
2026-08,p:noord-holland,business-it-management,senior,2
2026-08,p:noord-holland,business-it-management,unknown,4
2026-08,p:noord-holland,informatica,all,49
2026-08,p:noord-holland,informatica,entry,5
2026-08,p:noord-holland,informatica,internship,1
2026-08,p:noord-holland,informatica,junior,4
2026-08,p:noord-holland,informatica,medior,5
2026-08,p:noord-holland,informatica,senior,15
2026-08,p:noord-holland,informatica,unknown,24
2026-08,p:noord-holland,technische-informatica,all,1
2026-08,p:noord-holland,technische-informatica,unknown,1
2026-08,p:overijssel,all,all,15
2026-08,p:overijssel,all,medior,2
2026-08,p:overijssel,all,senior,6
2026-08,p:overijssel,all,unknown,7
2026-08,p:overijssel,business-it-management,all,1
2026-08,p:overijssel,business-it-management,medior,1
2026-08,p:overijssel,informatica,all,6
2026-08,p:overijssel,informatica,senior,3
2026-08,p:overijssel,informatica,unknown,3
2026-08,p:utrecht,all,all,31
2026-08,p:utrecht,all,entry,3
2026-08,p:utrecht,all,junior,3
2026-08,p:utrecht,all,senior,8
2026-08,p:utrecht,all,unknown,20
2026-08,p:utrecht,business-it-management,all,3
2026-08,p:utrecht,business-it-management,entry,1
2026-08,p:utrecht,business-it-management,junior,1
2026-08,p:utrecht,business-it-management,senior,1
2026-08,p:utrecht,business-it-management,unknown,1
2026-08,p:utrecht,informatica,all,10
2026-08,p:utrecht,informatica,entry,1
2026-08,p:utrecht,informatica,junior,1
2026-08,p:utrecht,informatica,senior,4
2026-08,p:utrecht,informatica,unknown,5
2026-08,p:utrecht,technische-informatica,all,1
2026-08,p:utrecht,technische-informatica,unknown,1
2026-08,p:zuid-holland,all,all,44
2026-08,p:zuid-holland,all,entry,3
2026-08,p:zuid-holland,all,junior,3
2026-08,p:zuid-holland,all,medior,2
2026-08,p:zuid-holland,all,senior,8
2026-08,p:zuid-holland,all,unknown,31
2026-08,p:zuid-holland,business-it-management,all,11
2026-08,p:zuid-holland,business-it-management,entry,1
2026-08,p:zuid-holland,business-it-management,junior,1
2026-08,p:zuid-holland,business-it-management,unknown,10
2026-08,p:zuid-holland,informatica,all,28
2026-08,p:zuid-holland,informatica,entry,1
2026-08,p:zuid-holland,informatica,junior,1
2026-08,p:zuid-holland,informatica,senior,7
2026-08,p:zuid-holland,informatica,unknown,20
2026-08,r:amersfoort,all,all,11
2026-08,r:amersfoort,all,entry,1
2026-08,r:amersfoort,all,junior,1
2026-08,r:amersfoort,all,senior,1
2026-08,r:amersfoort,all,unknown,9
2026-08,r:amersfoort,business-it-management,all,2
2026-08,r:amersfoort,business-it-management,entry,1
2026-08,r:amersfoort,business-it-management,junior,1
2026-08,r:amersfoort,business-it-management,unknown,1
2026-08,r:amersfoort,informatica,all,2
2026-08,r:amersfoort,informatica,unknown,2
2026-08,r:drechtsteden,all,all,4
2026-08,r:drechtsteden,all,unknown,4
2026-08,r:drechtsteden,business-it-management,all,1
2026-08,r:drechtsteden,business-it-management,unknown,1
2026-08,r:drechtsteden,informatica,all,2
2026-08,r:drechtsteden,informatica,unknown,2
2026-08,r:friesland,all,all,2
2026-08,r:friesland,all,entry,2
2026-08,r:friesland,all,junior,2
2026-08,r:friesland,informatica,all,1
2026-08,r:friesland,informatica,entry,1
2026-08,r:friesland,informatica,junior,1
2026-08,r:gooi-vechtstreek,all,all,1
2026-08,r:gooi-vechtstreek,all,medior,1
2026-08,r:gooi-vechtstreek,business-it-management,all,1
2026-08,r:gooi-vechtstreek,business-it-management,medior,1
2026-08,r:gooi-vechtstreek,informatica,all,1
2026-08,r:gooi-vechtstreek,informatica,medior,1
2026-08,r:groningen,all,all,1
2026-08,r:groningen,all,unknown,1
2026-08,r:groningen,business-it-management,all,1
2026-08,r:groningen,business-it-management,unknown,1
2026-08,r:groot-amsterdam,all,all,63
2026-08,r:groot-amsterdam,all,entry,7
2026-08,r:groot-amsterdam,all,internship,1
2026-08,r:groot-amsterdam,all,junior,6
2026-08,r:groot-amsterdam,all,medior,4
2026-08,r:groot-amsterdam,all,senior,16
2026-08,r:groot-amsterdam,all,unknown,36
2026-08,r:groot-amsterdam,business-it-management,all,7
2026-08,r:groot-amsterdam,business-it-management,entry,1
2026-08,r:groot-amsterdam,business-it-management,junior,1
2026-08,r:groot-amsterdam,business-it-management,senior,2
2026-08,r:groot-amsterdam,business-it-management,unknown,4
2026-08,r:groot-amsterdam,informatica,all,41
2026-08,r:groot-amsterdam,informatica,entry,4
2026-08,r:groot-amsterdam,informatica,junior,4
2026-08,r:groot-amsterdam,informatica,medior,4
2026-08,r:groot-amsterdam,informatica,senior,14
2026-08,r:groot-amsterdam,informatica,unknown,19
2026-08,r:groot-amsterdam,technische-informatica,all,1
2026-08,r:groot-amsterdam,technische-informatica,unknown,1
2026-08,r:haaglanden,all,all,12
2026-08,r:haaglanden,all,entry,1
2026-08,r:haaglanden,all,junior,1
2026-08,r:haaglanden,all,senior,4
2026-08,r:haaglanden,all,unknown,7
2026-08,r:haaglanden,business-it-management,all,2
2026-08,r:haaglanden,business-it-management,unknown,2
2026-08,r:haaglanden,informatica,all,8
2026-08,r:haaglanden,informatica,senior,3
2026-08,r:haaglanden,informatica,unknown,5
2026-08,r:helmond-de-peel,all,all,2
2026-08,r:helmond-de-peel,all,unknown,2
2026-08,r:helmond-de-peel,informatica,all,2
2026-08,r:helmond-de-peel,informatica,unknown,2
2026-08,r:helmond-de-peel,technische-informatica,all,1
2026-08,r:helmond-de-peel,technische-informatica,unknown,1
2026-08,r:holland-rijnland,all,all,1
2026-08,r:holland-rijnland,all,senior,1
2026-08,r:holland-rijnland,informatica,all,1
2026-08,r:holland-rijnland,informatica,senior,1
2026-08,r:midden-brabant,all,all,2
2026-08,r:midden-brabant,all,medior,1
2026-08,r:midden-brabant,all,unknown,1
2026-08,r:midden-brabant,informatica,all,1
2026-08,r:midden-brabant,informatica,medior,1
2026-08,r:midden-gelderland,all,all,4
2026-08,r:midden-gelderland,all,senior,2
2026-08,r:midden-gelderland,all,unknown,2
2026-08,r:midden-gelderland,business-it-management,all,1
2026-08,r:midden-gelderland,business-it-management,unknown,1
2026-08,r:midden-gelderland,informatica,all,3
2026-08,r:midden-gelderland,informatica,senior,2
2026-08,r:midden-gelderland,informatica,unknown,1
2026-08,r:midden-holland,all,all,2
2026-08,r:midden-holland,all,unknown,2
2026-08,r:midden-holland,business-it-management,all,1
2026-08,r:midden-holland,business-it-management,unknown,1
2026-08,r:midden-holland,informatica,all,2
2026-08,r:midden-holland,informatica,unknown,2
2026-08,r:midden-limburg,all,all,1
2026-08,r:midden-limburg,all,entry,1
2026-08,r:midden-limburg,all,internship,1
2026-08,r:midden-utrecht,all,all,19
2026-08,r:midden-utrecht,all,entry,1
2026-08,r:midden-utrecht,all,junior,1
2026-08,r:midden-utrecht,all,senior,7
2026-08,r:midden-utrecht,all,unknown,11
2026-08,r:midden-utrecht,business-it-management,all,1
2026-08,r:midden-utrecht,business-it-management,senior,1
2026-08,r:midden-utrecht,informatica,all,7
2026-08,r:midden-utrecht,informatica,senior,4
2026-08,r:midden-utrecht,informatica,unknown,3
2026-08,r:midden-utrecht,technische-informatica,all,1
2026-08,r:midden-utrecht,technische-informatica,unknown,1
2026-08,r:noord-holland-noord,all,all,1
2026-08,r:noord-holland-noord,all,unknown,1
2026-08,r:noord-holland-noord,informatica,all,1
2026-08,r:noord-holland-noord,informatica,unknown,1
2026-08,r:noord-limburg,all,all,1
2026-08,r:noord-limburg,all,unknown,1
2026-08,r:noord-limburg,business-it-management,all,1
2026-08,r:noord-limburg,business-it-management,unknown,1
2026-08,r:noordoost-brabant,all,all,6
2026-08,r:noordoost-brabant,all,senior,4
2026-08,r:noordoost-brabant,all,unknown,2
2026-08,r:noordoost-brabant,business-it-management,all,3
2026-08,r:noordoost-brabant,business-it-management,senior,2
2026-08,r:noordoost-brabant,business-it-management,unknown,1
2026-08,r:noordoost-brabant,informatica,all,1
2026-08,r:noordoost-brabant,informatica,senior,1
2026-08,r:regio-zwolle,all,all,4
2026-08,r:regio-zwolle,all,senior,1
2026-08,r:regio-zwolle,all,unknown,3
2026-08,r:regio-zwolle,informatica,all,2
2026-08,r:regio-zwolle,informatica,senior,1
2026-08,r:regio-zwolle,informatica,unknown,1
2026-08,r:rijk-van-nijmegen,all,all,1
2026-08,r:rijk-van-nijmegen,all,senior,1
2026-08,r:rijk-van-nijmegen,informatica,all,1
2026-08,r:rijk-van-nijmegen,informatica,senior,1
2026-08,r:rijnmond,all,all,18
2026-08,r:rijnmond,all,entry,1
2026-08,r:rijnmond,all,junior,1
2026-08,r:rijnmond,all,medior,1
2026-08,r:rijnmond,all,senior,2
2026-08,r:rijnmond,all,unknown,14
2026-08,r:rijnmond,business-it-management,all,3
2026-08,r:rijnmond,business-it-management,unknown,3
2026-08,r:rijnmond,informatica,all,12
2026-08,r:rijnmond,informatica,entry,1
2026-08,r:rijnmond,informatica,junior,1
2026-08,r:rijnmond,informatica,senior,2
2026-08,r:rijnmond,informatica,unknown,9
2026-08,r:rivierenland,all,all,1
2026-08,r:rivierenland,all,unknown,1
2026-08,r:rivierenland,informatica,all,1
2026-08,r:rivierenland,informatica,unknown,1
2026-08,r:stedendriehoek,all,all,5
2026-08,r:stedendriehoek,all,senior,3
2026-08,r:stedendriehoek,all,unknown,2
2026-08,r:stedendriehoek,informatica,all,3
2026-08,r:stedendriehoek,informatica,senior,2
2026-08,r:stedendriehoek,informatica,unknown,1
2026-08,r:twente,all,all,3
2026-08,r:twente,all,senior,1
2026-08,r:twente,all,unknown,2
2026-08,r:twente,informatica,all,1
2026-08,r:twente,informatica,unknown,1
2026-08,r:west-brabant,all,all,5
2026-08,r:west-brabant,all,senior,1
2026-08,r:west-brabant,all,unknown,4
2026-08,r:west-brabant,informatica,all,1
2026-08,r:west-brabant,informatica,senior,1
2026-08,r:west-brabant,technische-informatica,all,1
2026-08,r:west-brabant,technische-informatica,unknown,1
2026-08,r:zaanstreek-waterland,all,all,1
2026-08,r:zaanstreek-waterland,all,unknown,1
2026-08,r:zaanstreek-waterland,informatica,all,1
2026-08,r:zaanstreek-waterland,informatica,unknown,1
2026-08,r:zuid-holland-centraal,all,all,4
2026-08,r:zuid-holland-centraal,all,entry,1
2026-08,r:zuid-holland-centraal,all,junior,1
2026-08,r:zuid-holland-centraal,all,senior,1
2026-08,r:zuid-holland-centraal,all,unknown,2
2026-08,r:zuid-holland-centraal,business-it-management,all,2
2026-08,r:zuid-holland-centraal,business-it-management,entry,1
2026-08,r:zuid-holland-centraal,business-it-management,junior,1
2026-08,r:zuid-holland-centraal,business-it-management,unknown,1
2026-08,r:zuid-holland-centraal,informatica,all,2
2026-08,r:zuid-holland-centraal,informatica,senior,1
2026-08,r:zuid-holland-centraal,informatica,unknown,1
2026-08,r:zuid-kennemerland-ijmond,all,all,2
2026-08,r:zuid-kennemerland-ijmond,all,entry,1
2026-08,r:zuid-kennemerland-ijmond,all,internship,1
2026-08,r:zuid-kennemerland-ijmond,all,senior,1
2026-08,r:zuid-kennemerland-ijmond,informatica,all,2
2026-08,r:zuid-kennemerland-ijmond,informatica,entry,1
2026-08,r:zuid-kennemerland-ijmond,informatica,internship,1
2026-08,r:zuid-kennemerland-ijmond,informatica,senior,1
2026-08,r:zuid-limburg,all,all,2
2026-08,r:zuid-limburg,all,unknown,2
2026-08,r:zuid-limburg,technische-informatica,all,1
2026-08,r:zuid-limburg,technische-informatica,unknown,1
2026-08,r:zuidoost-brabant,all,all,33
2026-08,r:zuidoost-brabant,all,entry,1
2026-08,r:zuidoost-brabant,all,junior,1
2026-08,r:zuidoost-brabant,all,medior,1
2026-08,r:zuidoost-brabant,all,senior,8
2026-08,r:zuidoost-brabant,all,unknown,23
2026-08,r:zuidoost-brabant,business-it-management,all,8
2026-08,r:zuidoost-brabant,business-it-management,entry,1
2026-08,r:zuidoost-brabant,business-it-management,junior,1
2026-08,r:zuidoost-brabant,business-it-management,unknown,7
2026-08,r:zuidoost-brabant,informatica,all,17
2026-08,r:zuidoost-brabant,informatica,medior,1
2026-08,r:zuidoost-brabant,informatica,senior,8
2026-08,r:zuidoost-brabant,informatica,unknown,8
2026-08,r:zuidoost-brabant,technische-informatica,all,2
2026-08,r:zuidoost-brabant,technische-informatica,unknown,2
2026-09,c:achterhoek,all,all,2
2026-09,c:achterhoek,all,unknown,2
2026-09,c:achterhoek,business-it-management,all,1
2026-09,c:achterhoek,business-it-management,unknown,1
2026-09,c:agglomeratie-haarlem,all,all,14
2026-09,c:agglomeratie-haarlem,all,medior,1
2026-09,c:agglomeratie-haarlem,all,senior,3
2026-09,c:agglomeratie-haarlem,all,unknown,10
2026-09,c:agglomeratie-haarlem,business-it-management,all,2
2026-09,c:agglomeratie-haarlem,business-it-management,unknown,2
2026-09,c:agglomeratie-haarlem,informatica,all,9
2026-09,c:agglomeratie-haarlem,informatica,medior,1
2026-09,c:agglomeratie-haarlem,informatica,unknown,8
2026-09,c:agglomeratie-haarlem,technische-informatica,all,3
2026-09,c:agglomeratie-haarlem,technische-informatica,unknown,3
2026-09,c:agglomeratie-leiden-en-bollenstreek,all,all,4
2026-09,c:agglomeratie-leiden-en-bollenstreek,all,senior,1
2026-09,c:agglomeratie-leiden-en-bollenstreek,all,unknown,3
2026-09,c:agglomeratie-leiden-en-bollenstreek,informatica,all,2
2026-09,c:agglomeratie-leiden-en-bollenstreek,informatica,senior,1
2026-09,c:agglomeratie-leiden-en-bollenstreek,informatica,unknown,1
2026-09,c:agglomeratie-leiden-en-bollenstreek,technische-informatica,all,2
2026-09,c:agglomeratie-leiden-en-bollenstreek,technische-informatica,unknown,2
2026-09,c:agglomeratie-s-gravenhage,all,all,104
2026-09,c:agglomeratie-s-gravenhage,all,entry,4
2026-09,c:agglomeratie-s-gravenhage,all,internship,1
2026-09,c:agglomeratie-s-gravenhage,all,junior,3
2026-09,c:agglomeratie-s-gravenhage,all,medior,1
